Question,Answer
Question about wrapping paper 658efb,"To dispose of wrapping paper, please use the dry waste recycling bin."
Question about plastic container d02836,"To dispose of plastic container, please use the dry waste recycling bin."
Question about wrapping paper 70d487,"To dispose of wrapping paper, please use the dry waste recycling bin."
Question about milk carton 31f138,"To dispose of milk carton, please use the dry waste recycling bin."
Question about aluminum foil de4562,"To dispose of aluminum foil, please use the dry waste recycling bin."
Question about wine bottle bf4098,"To dispose of wine bottle, please use the dry waste recycling bin."
Question about aluminum foil 683cb2,"To dispose of aluminum foil, please use the dry waste recycling bin."
Question about paper bag a8026a,"To dispose of paper bag, please use the dry waste recycling bin."
Question about tin can d120c1,"To dispose of tin can, please use the dry waste recycling bin."
Question about wine bottle facb52,"To dispose of wine bottle, please use the dry waste recycling bin."
Question about aluminum foil 912c90,"To dispose of aluminum foil, please use the dry waste recycling bin."
Question about cereal box ef5f7d,"To dispose of cereal box, please use the dry waste recycling bin."
Question about shampoo bottle 0f0853,"To dispose of shampoo bottle, please use the dry waste recycling bin."
Question about soda can 8d1066,"To dispose of soda can, please use the dry waste recycling bin."
Question about metal lid 0ef4b4,"To dispose of metal lid, please use the dry waste recycling bin."
Question about office paper e9aa11,"To dispose of office paper, please use the dry waste recycling bin."
Question about plastic bottle d7ae27,"To dispose of plastic bottle, please use the dry waste recycling bin."
Question about office paper 0ae563,"To dispose of office paper, please use the dry waste recycling bin."
Question about magazine 998e91,"To dispose of magazine, please use the dry waste recycling bin."
Question about glass jar 349439,"To dispose of glass jar, please use the dry waste recycling bin."
Question about pizza box (clean) 50fc3f,"To dispose of pizza box (clean), please use the dry waste recycling bin."
Question about magazine a95f94,"To dispose of magazine, please use the dry waste recycling bin."
Question about cookie box 742585,"To dispose of cookie box, please use the dry waste recycling bin."
Question about cardboard 2ee414,"To dispose of cardboard, please use the dry waste recycling bin."
Question about broken glass 2afaf4,"To dispose of broken glass, please use the dry waste recycling bin."
Question about aluminum foil a67304,"To dispose of aluminum foil, please use the dry waste recycling bin."
Question about wine bottle 587f99,"To dispose of wine bottle, please use the dry waste recycling bin."
Question about beer can a3a6b2,"To dispose of beer can, please use the dry waste recycling bin."
Question about wrapping paper cc236c,"To dispose of wrapping paper, please use the dry waste recycling bin."
Question about broken glass c500f3,"To dispose of broken glass, please use the dry waste recycling bin."
Question about pizza box (clean) 187135,"To dispose of pizza box (clean), please use the dry waste recycling bin."
Question about plastic container 6bbcbb,"To dispose of plastic container, please use the dry waste recycling bin."
Question about plastic bottle cbc67d,"To dispose of plastic bottle, please use the dry waste recycling bin."
Question about plastic container 551fd1,"To dispose of plastic container, please use the dry waste recycling bin."
Question about soda can c35d51,"To dispose of soda can, please use the dry waste recycling bin."
Question about shampoo bottle 69ff61,"To dispose of shampoo bottle, please use the dry waste recycling bin."
Question about plastic container 321000,"To dispose of plastic container, please use the dry waste recycling bin."
Question about shampoo bottle 0b5b56,"To dispose of shampoo bottle, please use the dry waste recycling bin."
Question about magazine 47ce29,"To dispose of magazine, please use the dry waste recycling bin."
Question about empty deodorant b72fd2,"To dispose of empty deodorant, please use the dry waste recycling bin."
Question about magazine 1714d0,"To dispose of magazine, please use the dry waste recycling bin."
Question about wrapping paper 5c00cb,"To dispose of wrapping paper, please use the dry waste recycling bin."
Question about cookie box 359fe4,"To dispose of cookie box, please use the dry waste recycling bin."
Question about junk mail 888512,"To dispose of junk mail, please use the dry waste recycling bin."
Question about empty deodorant 10f4ba,"To dispose of empty deodorant, please use the dry waste recycling bin."
Question about junk mail 91a364,"To dispose of junk mail, please use the dry waste recycling bin."
Question about shampoo bottle 05c018,"To dispose of shampoo bottle, please use the dry waste recycling bin."
Question about plastic cup bb149c,"To dispose of plastic cup, please use the dry waste recycling bin."
Question about soda can 272a56,"To dispose of soda can, please use the dry waste recycling bin."
Question about shampoo bottle 1b647a,"To dispose of shampoo bottle, please use the dry waste recycling bin."
Question about broken glass 0b44f2,"To dispose of broken glass, please use the dry waste recycling bin."
Question about plastic container 72a164,"To dispose of plastic container, please use the dry waste recycling bin."
Question about office paper cc8b4e,"To dispose of office paper, please use the dry waste recycling bin."
Question about plastic cup 589206,"To dispose of plastic cup, please use the dry waste recycling bin."
Question about newspaper 0f73b4,"To dispose of newspaper, please use the dry waste recycling bin."
Question about metal lid 691a89,"To dispose of metal lid, please use the dry waste recycling bin."
Question about broken glass 425d06,"To dispose of broken glass, please use the dry waste recycling bin."
Question about newspaper f5bfa7,"To dispose of newspaper, please use the dry waste recycling bin."
Question about empty deodorant e7706b,"To dispose of empty deodorant, please use the dry waste recycling bin."
Question about aluminum foil 9f1636,"To dispose of aluminum foil, please use the dry waste recycling bin."
Question about shampoo bottle 2ac042,"To dispose of shampoo bottle, please use the dry waste recycling bin."
Question about newspaper d830f5,"To dispose of newspaper, please use the dry waste recycling bin."
Question about metal lid 824369,"To dispose of metal lid, please use the dry waste recycling bin."
Question about detergent bottle 3e2a1f,"To dispose of detergent bottle, please use the dry waste recycling bin."
Question about empty deodorant e0b029,"To dispose of empty deodorant, please use the dry waste recycling bin."
Question about paper bag ad95d9,"To dispose of paper bag, please use the dry waste recycling bin."
Question about plastic cup ae43a5,"To dispose of plastic cup, please use the dry waste recycling bin."
Question about plastic bottle d5d4aa,"To dispose of plastic bottle, please use the dry waste recycling bin."
Question about tin can 2e138a,"To dispose of tin can, please use the dry waste recycling bin."
Question about junk mail 0ab089,"To dispose of junk mail, please use the dry waste recycling bin."
Question about metal lid 890dee,"To dispose of metal lid, please use the dry waste recycling bin."
Question about newspaper e87496,"To dispose of newspaper, please use the dry waste recycling bin."
Question about empty deodorant 10cd37,"To dispose of empty deodorant, please use the dry waste recycling bin."
